"","MIMU - State/Region Pcode","MIMU - State/Region Name","MIMU - District Pcode","MIMU - District Name","MIMU - Township Pcode","MIMU - Township Name","Conventional households - Number","Conventional households - Male- headed","Conventional households - Female- headed","Conventional households - Female- headed households (%)","Population  in .... - Conventional households","Population  in .... - Institutions","Mean household size","Households consisting of: - 1 person","Households consisting of: - 2 persons","Households consisting of: - 3  persons","Households consisting of: - 4  persons","Households consisting of: - 5  persons","Households consisting of: - 6  persons","Households consisting of: - 7  persons","Households consisting of: - 8  persons","Households consisting of: - 9 and more","Type of housing unit - Total","Type of housing unit - Apartment/ Condominium","Type of housing unit - Bungalow/ Brick house","Type of housing unit - Semi-pacca house","Type of housing unit - Wooden house","Type of housing unit - Bamboo","Type of housing unit - Hut 2 - 3 years","Type of housing unit - Hut 1 year","Type of housing unit - Other","Type of ownership - Total","Type of ownership - Owner","Type of ownership - Renter","Type of ownership - Provided free (individually)","Type of ownership - Government Quarters","Type of ownership - Private Company Quarters","Type of ownership - Other","Type of toilet - Total","Type of toilet - Flush","Type of toilet - Water seal (Improved pit latrine)","Type of toilet - Safe sanitation (%)","Type of toilet - Pit (Traditional pit latrine)","Type of toilet - Bucket (Surface latrine)","Type of toilet - Other","Type of toilet - None","Roof - Total","Roof - Dhani/Theke/ In leaf","Roof - Bamboo","Roof - Wood","Roof - Corrugated sheet","Roof - Tile/Brick/ Concrete","Roof - Other","Walls - Total","Walls - Dhani/Theke/ In leaf","Walls - Bamboo","Walls - Earth","Walls - Wood","Walls - Corrugated sheet","Walls - Tile/Brick/ Concrete","Walls - Other","Floors - Total","Floors - Bamboo","Floors - Earth","Floors - Wood","Floors - Tile/Brick/ Concrete","Floors - Other","Source of lighting - Total","Source of lighting - Electricity","Source of lighting - Kerosene","Source of lighting - Candle","Source of lighting - Battery","Source of lighting - Generator (private)","Source of lighting - Water mill (private)","Source of lighting - Solar system/energy","Source of lighting - Other","Source of drinking water - Total","Source of drinking water - Tap water/ Piped","Source of drinking water - Tube well, borehole","Source of drinking water - Protected well/ Spring","Source of drinking water - Unprotected well/Spring","Source of drinking water - Pool/Pond/ Lake","Source of drinking water - River/stream/ canal","Source of drinking water - Waterfall/ Rain water","Source of drinking water - Bottled water/ Water purifier","Source of drinking water - Tanker/ Truck","Source of drinking water - Other","Source of non-drinking water - Total","Source of non-drinking water - Tap water/ Piped","Source of non-drinking water - Tube well, borehole","Source of non-drinking water - Protected well/ Spring","Source of non-drinking water - Unprotected well/Spring","Source of non-drinking water - Pool/Pond/ Lake","Source of non-drinking water - River/stream/ canal","Source of non-drinking water - Waterfall/ Rain water","Source of non-drinking water - Bottled water/ Water purifier","Source of non-drinking water - Tanker/ Truck","Source of non-drinking water - Other","Type of cooking fuel - Total","Type of cooking fuel - Electricity","Type of cooking fuel - LPG","Type of cooking fuel - Kerosene","Type of cooking fuel - BioGas","Type of cooking fuel - Firewood","Type of cooking fuel - Charcoal","Type of cooking fuel - Coal","Type of cooking fuel - Straw/Grass","Type of cooking fuel - Other","Availability of communication and related amenities - Conventional households","Availability of communication and related amenities - Radio","Availability of communication and related amenities - Television","Availability of communication and related amenities - Land line phone","Availability of communication and related amenities - Mobile phone","Availability of communication and related amenities - Computer","Availability of communication and related amenities - Internet at home","Availability of of transportation items - Conventional households","Availability of of transportation items - Car/Truck/ Van","Availability of of transportation items - Motorcycle/ Moped","Availability of of transportation items - Bicycle","Availability of of transportation items - 4-Wheel tractor","Availability of of transportation items - Canoe/Boat","Availability of of transportation items - Motor boat","Availability of of transportation items - Cart (bullock)"
"58","MMR005","Sagaing","MMR005D004","Katha","MMR005020","Katha",31961,22812,9149,28.6255123431682,160711,7023,5.02834704796471,1037,2398,4510,6286,6114,4609,3109,1935,1963,31961,254,1180,1150,20760,7811,559,188,59,31961,29264,1017,722,721,169,68,31961,255,23300,73.699195894997,4420,171,212,3603,31961,18599,76,23,13139,85,39,31961,317,19829,25,9574,44,2122,50,31961,1114,206,28716,1804,121,31961,6520,475,5969,7375,2870,36,8050,666,31961,1211,20810,5579,1018,169,2060,99,661,8,346,31961,1378,20696,5515,1030,175,2775,11,15,12,354,31961,2118,2,6,11,24333,5268,182,0,41,31961,16415,17304,1246,7934,491,1301,31961,523,20126,10949,923,6474,3001,15038
"59","MMR005","Sagaing","MMR005D004","Katha","MMR005021","Indaw",23230,15967,7263,31.2656048213517,116826,3440,5.02910030133448,864,1881,3148,4315,4297,3403,2367,1469,1486,23230,39,1031,1692,13593,6672,118,46,39,23230,22243,456,183,292,40,16,23230,65,7345,31.8984072320275,15198,113,201,308,23230,10461,50,20,12628,58,13,23230,74,13429,38,7489,23,2164,13,23230,2329,159,19294,1350,98,23230,9420,462,6414,828,1925,22,4110,49,23230,3098,8545,7616,1436,166,1605,104,434,24,202,23230,3420,8791,7416,1312,166,1894,22,8,0,201,23230,1303,0,15,2,19756,2109,31,0,14,23230,7599,13310,1250,5194,300,869,23230,242,15638,9408,574,511,69,14318
"60","MMR005","Sagaing","MMR005D004","Katha","MMR005022","Tigyaing",26389,19327,7062,26.7611504793664,123429,6526,4.67728977983251,831,2194,4514,5937,5201,3432,2045,1309,926,26389,51,1035,857,14501,9328,408,139,70,26389,24797,645,637,135,128,47,26389,320,20234,77.8885141536246,1615,90,69,4061,26389,15951,75,17,10276,37,33,26389,124,18128,26,6469,25,1571,46,26389,2039,213,22607,1419,111,26389,4922,135,3284,6255,3777,46,7116,854,26389,3060,17693,2017,370,191,2574,25,171,1,287,26389,2990,18339,1764,373,171,2416,21,24,0,291,26389,752,0,5,6,19624,5874,108,0,20,26389,7999,15239,1044,5216,253,916,26389,561,15808,7287,644,4398,1484,14173
"61","MMR005","Sagaing","MMR005D004","Katha","MMR005023","Banmauk",18868,14113,4755,25.2013991944032,102383,10285,5.42627729489082,418,1101,2214,3310,3513,2946,2186,1497,1683,18868,23,260,416,13275,4317,435,130,12,18868,18339,212,77,198,18,24,18868,93,13058,69.7000211999152,4889,101,201,526,18868,8597,16,11,9731,8,505,18868,68,11858,15,6252,13,529,133,18868,1667,245,16488,408,60,18868,1659,976,5075,1928,4262,447,4300,221,18868,641,2563,12246,1800,14,930,172,238,0,264,18868,812,2586,11890,1810,25,1256,237,2,0,250,18868,180,2,5,5,17902,751,13,0,10,18868,5357,11220,685,745,169,27,18868,290,12017,2462,220,28,102,10824
"62","MMR005","Sagaing","MMR005D004","Katha","MMR005024","Kawlin",31403,23582,7821,24.9052638282967,140228,5069,4.46543323886253,1148,3089,5930,7628,5648,3656,2131,1209,964,31403,73,1218,1299,16295,11920,381,179,38,31403,29441,780,280,713,123,66,31403,385,24281,78.5466356717511,5016,59,30,1632,31403,10281,213,21,20670,190,28,31403,184,17211,32,11658,23,2244,51,31403,880,189,28687,1511,136,31403,14807,520,4568,2328,5089,44,3668,379,31403,247,7643,17376,615,519,991,33,1553,5,2421,31403,533,8932,16819,651,579,1033,29,22,4,2801,31403,3318,4,8,9,23549,4372,128,0,15,31403,8979,18027,2120,6229,562,835,31403,672,22014,13392,849,485,197,15063
"63","MMR005","Sagaing","MMR005D004","Katha","MMR005025","Wuntho",14205,10566,3639,25.6177402323126,69442,3953,4.88856036606829,471,1266,2132,2837,2586,2006,1299,797,811,14205,203,523,792,8533,3908,210,32,4,14205,13553,178,64,359,31,20,14205,74,11853,83.9633931714185,1832,12,27,407,14205,4486,14,7,9658,15,25,14205,57,7358,5,5521,13,1221,30,14205,382,49,12914,815,45,14205,5347,492,2796,704,1891,995,1924,56,14205,1430,528,10556,863,49,285,188,294,0,12,14205,1682,607,10235,1013,103,312,224,15,0,14,14205,649,0,14,7,12120,1377,29,1,8,14205,3538,8855,630,3344,167,673,14205,153,9774,5950,268,5,5,6869
"64","MMR005","Sagaing","MMR005D004","Katha","MMR005026","Pinlebu",21900,14545,7355,33.5844748858447,109289,2679,4.99036529680365,598,1615,3066,4534,4245,3229,2029,1334,1250,21900,7,569,702,15914,4542,104,45,17,21900,21406,204,74,200,6,10,21900,20,1153,5.35616438356164,19502,189,358,678,21900,8116,17,11,13716,18,22,21900,102,14896,13,5770,16,1076,27,21900,979,50,20054,752,65,21900,2017,1837,5274,1888,4266,462,6008,148,21900,308,7267,12004,1200,3,395,172,357,1,193,21900,320,8148,10970,1330,3,680,234,3,0,212,21900,433,1,52,3,20960,408,38,1,4,21900,6323,10360,395,1480,156,43,21900,255,11675,4420,381,13,65,13963
"65","MMR005","Sagaing","MMR005D005","Kale","MMR005027","Kale",72769,54409,18360,25.2305239868625,339302,9271,4.66272726023444,2836,7389,12842,16197,12609,8645,5268,3471,3512,72769,1427,4301,5514,36014,24503,580,332,98,72769,61080,7130,1391,2338,564,266,72769,745,58282,81.1155849331446,11794,171,346,1431,72769,11835,2433,1081,57099,137,184,72769,690,42720,71,18628,130,10360,170,72769,3409,531,61200,7250,379,72769,4311,672,7481,11003,32710,2303,11691,2598,72769,1620,24687,33542,5773,37,2759,223,2081,122,1925,72769,1917,23778,34890,5949,51,3792,227,85,160,1920,72769,247,69,16,176,57198,13573,406,8,1076,72769,21717,36478,2985,26902,2124,3232,72769,1564,42656,43172,1018,885,176,20221
"66","MMR005","Sagaing","MMR005D005","Kale","MMR005028","Kalewa",11735,9101,2634,22.4456753302088,54744,1688,4.66501917341287,417,968,1949,2730,2216,1507,965,546,437,11735,4,208,506,9076,1761,83,57,40,11735,10698,305,349,165,199,19,11735,34,10059,86.007669365147,383,38,45,1176,11735,3128,234,3,8340,15,15,11735,60,5874,8,5075,12,660,46,11735,475,50,10546,609,55,11735,1973,354,1353,2469,4323,120,799,344,11735,1862,1932,1673,274,561,5246,72,113,0,2,11735,1900,2038,1884,290,565,4985,69,2,0,2,11735,39,1,6,4,8576,3063,36,0,10,11735,5405,4581,495,1865,114,145,11735,151,4380,1929,68,1854,577,5314
"67","MMR005","Sagaing","MMR005D005","Kale","MMR005029","Mingin",22058,17036,5022,22.7672499773325,102299,2064,4.63772780850485,782,1986,3658,4914,4284,2919,1765,994,756,22058,18,207,791,15948,4473,342,156,123,22058,21328,205,295,146,4,80,22058,85,15916,72.5405748481277,569,87,90,5311,22058,9764,241,14,11938,11,90,22058,482,11761,22,8814,17,754,208,22058,699,120,20597,491,151,22058,953,80,3253,9635,5231,40,1610,1256,22058,437,11118,4110,362,8,5335,570,6,0,112,22058,436,11022,4301,373,9,5216,588,0,0,113,22058,21,1,17,11,20349,1582,54,0,23,22058,12165,6123,558,354,123,16,22058,62,7434,3646,102,1991,925,14977
"68","MMR005","Sagaing","MMR005D006","Tamu","MMR005030","Tamu",22591,17913,4678,20.7073613385862,111986,2883,4.95710681244744,957,2152,3334,4200,3958,2915,2082,1360,1633,22591,131,640,1098,9134,11350,130,64,44,22591,18655,2767,500,427,165,77,22591,223,21129,94.5155150281085,693,31,65,450,22591,9460,61,58,12923,52,37,22591,82,12681,29,8041,12,1679,67,22591,402,250,20190,1652,97,22591,3551,614,2587,3570,6047,1799,4202,221,22591,626,2916,11770,4424,105,731,325,813,1,880,22591,591,2933,12192,4637,108,1034,198,14,0,884,22591,63,27,6,83,15674,6562,86,0,90,22591,6514,10938,1091,7259,553,798,22591,443,12613,10155,274,276,42,6818
