"","MIMU - State/Region Pcode","MIMU - State/Region Name","MIMU - District Pcode","MIMU - District Name","MIMU - Township Pcode","MIMU - Township Name","Conventional households - Number","Conventional households - Male- headed","Conventional households - Female- headed","Conventional households - Female- headed households (%)","Population  in .... - Conventional households","Population  in .... - Institutions","Mean household size","Households consisting of: - 1 person","Households consisting of: - 2 persons","Households consisting of: - 3  persons","Households consisting of: - 4  persons","Households consisting of: - 5  persons","Households consisting of: - 6  persons","Households consisting of: - 7  persons","Households consisting of: - 8  persons","Households consisting of: - 9 and more","Type of housing unit - Total","Type of housing unit - Apartment/ Condominium","Type of housing unit - Bungalow/ Brick house","Type of housing unit - Semi-pacca house","Type of housing unit - Wooden house","Type of housing unit - Bamboo","Type of housing unit - Hut 2 - 3 years","Type of housing unit - Hut 1 year","Type of housing unit - Other","Type of ownership - Total","Type of ownership - Owner","Type of ownership - Renter","Type of ownership - Provided free (individually)","Type of ownership - Government Quarters","Type of ownership - Private Company Quarters","Type of ownership - Other","Type of toilet - Total","Type of toilet - Flush","Type of toilet - Water seal (Improved pit latrine)","Type of toilet - Safe sanitation (%)","Type of toilet - Pit (Traditional pit latrine)","Type of toilet - Bucket (Surface latrine)","Type of toilet - Other","Type of toilet - None","Roof - Total","Roof - Dhani/Theke/ In leaf","Roof - Bamboo","Roof - Wood","Roof - Corrugated sheet","Roof - Tile/Brick/ Concrete","Roof - Other","Walls - Total","Walls - Dhani/Theke/ In leaf","Walls - Bamboo","Walls - Earth","Walls - Wood","Walls - Corrugated sheet","Walls - Tile/Brick/ Concrete","Walls - Other","Floors - Total","Floors - Bamboo","Floors - Earth","Floors - Wood","Floors - Tile/Brick/ Concrete","Floors - Other","Source of lighting - Total","Source of lighting - Electricity","Source of lighting - Kerosene","Source of lighting - Candle","Source of lighting - Battery","Source of lighting - Generator (private)","Source of lighting - Water mill (private)","Source of lighting - Solar system/energy","Source of lighting - Other","Source of drinking water - Total","Source of drinking water - Tap water/ Piped","Source of drinking water - Tube well, borehole","Source of drinking water - Protected well/ Spring","Source of drinking water - Unprotected well/Spring","Source of drinking water - Pool/Pond/ Lake","Source of drinking water - River/stream/ canal","Source of drinking water - Waterfall/ Rain water","Source of drinking water - Bottled water/ Water purifier","Source of drinking water - Tanker/ Truck","Source of drinking water - Other","Source of non-drinking water - Total","Source of non-drinking water - Tap water/ Piped","Source of non-drinking water - Tube well, borehole","Source of non-drinking water - Protected well/ Spring","Source of non-drinking water - Unprotected well/Spring","Source of non-drinking water - Pool/Pond/ Lake","Source of non-drinking water - River/stream/ canal","Source of non-drinking water - Waterfall/ Rain water","Source of non-drinking water - Bottled water/ Water purifier","Source of non-drinking water - Tanker/ Truck","Source of non-drinking water - Other","Type of cooking fuel - Total","Type of cooking fuel - Electricity","Type of cooking fuel - LPG","Type of cooking fuel - Kerosene","Type of cooking fuel - BioGas","Type of cooking fuel - Firewood","Type of cooking fuel - Charcoal","Type of cooking fuel - Coal","Type of cooking fuel - Straw/Grass","Type of cooking fuel - Other","Availability of communication and related amenities - Conventional households","Availability of communication and related amenities - Radio","Availability of communication and related amenities - Television","Availability of communication and related amenities - Land line phone","Availability of communication and related amenities - Mobile phone","Availability of communication and related amenities - Computer","Availability of communication and related amenities - Internet at home","Availability of of transportation items - Conventional households","Availability of of transportation items - Car/Truck/ Van","Availability of of transportation items - Motorcycle/ Moped","Availability of of transportation items - Bicycle","Availability of of transportation items - 4-Wheel tractor","Availability of of transportation items - Canoe/Boat","Availability of of transportation items - Motor boat","Availability of of transportation items - Cart (bullock)"
"283","MMR222","Shan","MMR015D006","Hopang","MMR015008","Mongmao",10445,9519,926,8.86548587841072,69364,1319,6.64088080421254,24,168,557,1024,1561,1781,1573,2612,1145,10445,137,491,542,6885,2355,17,4,14,10445,10306,96,22,6,13,2,10445,237,2543,26.6156055528961,5779,1005,371,510,10445,1183,49,86,6957,2156,14,10445,37,3167,56,6084,45,1028,28,10445,2026,3644,3435,1169,171,10445,5675,282,512,163,17,49,3644,103,10445,7965,81,183,52,821,869,297,172,0,5,10445,8087,78,199,47,816,889,292,33,1,3,10445,873,16,10,39,9467,31,3,0,6,10445,1254,5355,893,4439,118,73,10445,409,5109,198,266,14,31,5665
"284","MMR222","Shan","MMR015D006","Hopang","MMR015007","Pangwaun",13969,12929,1040,7.44505691173312,96940,157,6.93965208676355,54,181,492,1032,1810,2259,2424,3683,2034,13969,62,485,551,7020,5574,165,6,106,13969,13897,51,10,1,4,6,13969,109,1292,10.0293507051328,8971,1141,2099,357,13969,1382,127,63,7470,4741,186,13969,38,6124,62,6529,48,1162,6,13969,2722,7144,2624,1051,428,13969,4182,1621,1328,161,56,536,5137,948,13969,8811,17,93,987,275,1517,2010,252,0,7,13969,9054,19,94,988,275,1521,2009,6,0,3,13969,186,6,76,13,13596,50,14,5,23,13969,1065,5123,405,7238,84,58,13969,466,6070,221,457,21,38,8352
"285","MMR222","Shan","MMR015D007","Matman","MMR015024","Matman",3318,2996,322,9.70464135021097,19050,682,5.74141048824593,36,198,406,493,540,487,423,391,344,3318,184,7,4,586,2311,189,16,21,3318,3049,8,33,206,0,22,3318,4,432,13.1404460518385,91,8,11,2772,3318,2200,4,1,972,16,125,3318,8,2550,2,558,2,193,5,3318,2518,14,578,196,12,3318,383,13,674,227,28,270,673,1050,3318,1,0,0,0,0,9,3308,0,0,0,3318,1,0,0,0,0,10,3305,0,0,2,3318,8,0,0,1,3289,3,0,0,17,3318,810,728,28,150,20,15,3318,16,1425,9,4,1,5,134
"286","MMR222","Shan","MMR015D007","Matman","MMR015005","Pangsang",16457,14677,1780,10.816066111685,88732,17240,5.39174819225861,263,1184,2226,3045,2916,2360,1670,1312,1481,16457,2012,1792,1025,3793,7232,369,24,210,16457,13558,1794,145,218,715,27,16457,411,6877,44.2851066415507,1822,386,316,6645,16457,4296,67,81,6645,5223,145,16457,88,7986,79,3348,186,4728,42,16457,6414,1986,2574,5225,258,16457,7928,276,1912,508,55,837,3003,1938,16457,9937,21,373,204,561,953,1768,2612,3,25,16457,12462,47,387,209,577,935,1740,74,1,25,16457,2404,409,40,88,13256,206,6,1,47,16457,1598,7980,1012,7158,825,887,16457,1594,9174,314,175,14,18,1006
"287","MMR222","Shan","MMR015D007","Matman","MMR015006","Narphan",16474,15088,1386,8.41325725385456,114724,1456,6.96394318319777,82,349,834,1576,2184,2537,2451,2914,3547,16474,50,321,630,7798,7434,198,6,37,16474,16363,49,16,6,37,3,16474,604,3216,23.1880539031201,4664,1588,1520,4882,16474,3842,167,69,7334,5046,16,16474,75,8271,86,7144,81,809,8,16474,4670,5015,5331,1059,399,16474,3506,1037,2452,341,27,253,7525,1333,16474,11620,20,66,173,524,1783,1897,284,0,107,16474,11757,19,65,173,613,1993,1727,19,0,108,16474,378,8,64,6,15915,60,10,1,32,16474,1240,3461,695,5029,54,38,16474,168,7411,179,230,17,36,6357
"288","MMR222","Shan","MMR016D001","Kengtung","MMR016001","Kengtung",34096,27731,6365,18.6678789300798,162222,9398,4.75780150164242,1663,3681,5499,6272,5753,4437,2818,2050,1923,34096,2594,8342,3452,10840,6357,410,130,1971,34096,28967,1411,447,2870,174,227,34096,531,24051,72.0964335992492,429,73,288,8724,34096,5358,22,57,18313,9941,405,34096,44,6874,1189,10916,225,13833,1015,34096,5349,3773,10239,13904,831,34096,10532,2051,9054,338,1859,6497,2048,1717,34096,2656,4512,6816,629,67,892,13262,4974,156,132,34096,4908,5573,7786,600,339,1072,13445,53,156,164,34096,1894,174,57,573,28898,2217,169,3,111,34096,9121,21746,2155,16616,1621,2581,34096,1312,26795,6815,1807,38,34,3364
"289","MMR222","Shan","MMR016D001","Kengtung","MMR016002","Mongkhet",8025,7253,772,9.61993769470405,42654,1874,5.31514018691589,165,509,1069,1582,1427,1202,792,607,672,8025,219,375,99,3610,3049,430,192,51,8025,7695,47,34,234,6,9,8025,42,1649,21.0716510903427,282,52,16,5984,8025,3661,61,28,1677,1912,686,8025,30,3626,115,3554,15,682,3,8025,3374,792,3072,674,113,8025,810,95,2658,11,273,1545,882,1751,8025,2186,113,1203,1066,5,643,2795,5,0,9,8025,2560,10,785,1029,5,789,2837,1,0,9,8025,27,1,5,8,7891,35,1,0,57,8025,637,2515,233,920,55,26,8025,62,5252,259,214,8,17,3534
"290","MMR222","Shan","MMR016D001","Kengtung","MMR016003","Mongyang",19404,17610,1794,9.24551638837353,102992,4653,5.30777159348588,440,1259,2608,3744,3473,2930,1851,1440,1659,19404,446,3239,1789,9303,4028,157,10,432,19404,18706,464,22,178,16,18,19404,295,8025,42.8777571634715,1627,196,338,8923,19404,3573,47,60,5220,10268,236,19404,90,4307,677,9114,81,5116,19,19404,3513,2815,7654,5143,279,19404,5772,831,2862,58,433,5937,1288,2223,19404,7979,99,2201,860,328,638,6932,349,0,18,19404,8379,98,2107,693,341,855,6795,50,1,85,19404,387,16,45,126,18592,112,8,0,118,19404,1401,10699,1505,10105,249,271,19404,1607,14071,1045,2994,16,81,2444
"291","MMR222","Shan","MMR016D001","Kengtung","MMR016005","Mongla",5208,4734,474,9.10138248847926,27691,15377,5.31701228878648,74,284,762,1060,963,791,466,355,453,5208,122,745,275,3692,348,5,1,20,5208,4951,175,54,10,12,6,5208,150,3404,68.2411674347158,102,147,33,1372,5208,379,5,8,1023,3692,101,5208,19,334,17,3614,14,1201,9,5208,249,263,3315,1267,114,5208,3124,275,885,22,47,636,143,76,5208,3533,7,145,16,4,207,1165,130,0,1,5208,3693,5,121,16,3,208,1155,6,0,1,5208,207,246,18,90,4584,60,1,0,2,5208,428,3506,453,2891,326,590,5208,929,4427,385,1336,4,5,598
"292","MMR222","Shan","MMR016D002","Monghsat","MMR016006","Monghsat",19111,16800,2311,12.0925121657684,97313,7336,5.09198890691225,493,1644,2815,3577,3264,2788,1911,1270,1349,19111,1184,3044,1190,2440,10174,833,72,174,19111,16836,501,417,1013,243,101,19111,373,7785,42.6874574852179,4870,293,137,5653,19111,8612,48,25,8939,1453,34,19111,88,11893,128,2009,53,4883,57,19111,6099,4890,1631,6365,126,19111,7005,1855,3945,132,408,4053,372,1341,19111,8803,273,4293,1757,99,1059,1370,1297,2,158,19111,9547,250,4680,1678,94,1214,1482,35,4,127,19111,2065,34,39,72,16594,256,8,1,42,19111,2279,8141,594,3320,377,368,19111,1051,11080,2693,433,12,43,3015
"293","MMR222","Shan","MMR016D002","Monghsat","MMR016007","Mongping",13299,11353,1946,14.6326791488082,65886,2947,4.95420708323934,320,1169,2144,2603,2331,1875,1282,815,760,13299,219,489,801,3620,7727,303,40,100,13299,12695,85,90,350,12,67,13299,103,4279,32.9498458530717,512,44,43,8318,13299,7080,32,4,4928,1184,71,13299,38,8235,19,3805,30,1116,56,13299,8027,140,3826,1202,104,13299,1165,56,3946,260,82,4405,976,2409,13299,3813,116,919,560,69,585,7180,47,0,10,13299,4077,86,644,510,64,737,7170,1,0,10,13299,37,2,6,8,12934,270,9,0,33,13299,2112,4238,277,2199,149,149,13299,190,7557,782,171,29,21,3242
"294","MMR222","Shan","MMR016D002","Monghsat","MMR016008","Mongton",12521,10924,1597,12.7545723185049,62072,8017,4.95743151505471,390,1140,2038,2383,2186,1698,1105,837,744,12521,521,824,660,3220,6808,435,20,33,12521,10730,413,329,612,403,34,12521,228,5363,44.6529829885792,4904,177,201,1648,12521,6086,96,16,5699,609,15,12521,31,7386,58,3175,71,1795,5,12521,3035,4930,2262,2233,61,12521,1163,2699,4869,61,1346,1224,428,731,12521,4072,276,3622,1560,75,1701,900,204,2,109,12521,4376,190,3270,1451,87,2019,1000,5,14,109,12521,64,6,78,36,11916,369,13,0,39,12521,1634,4252,389,2171,173,260,12521,511,6433,1222,429,16,8,1066
"295","MMR222","Shan","MMR016D003","Tachileik","MMR016009","Tachileik",37673,29596,8077,21.4397579168104,167493,9820,4.44596926180554,2069,5292,7011,7347,5822,4099,2574,1871,1588,37673,8361,12509,4780,5224,6110,299,132,258,37673,25780,8257,980,1469,898,289,37673,735,33323,90.4042683088684,587,33,92,2903,37673,5076,55,49,17684,14586,223,37673,102,6964,26,6285,422,23710,164,37673,5149,1312,5350,25423,439,37673,22567,1060,5021,1324,1379,4603,1327,392,37673,2388,1387,3976,294,15,1646,7845,19993,101,28,37673,4968,5593,14111,427,39,2097,10020,366,5,47,37673,5256,272,42,5500,21381,4894,61,0,267,37673,13779,27229,2210,25555,2999,2758,37673,3973,27883,14212,1292,24,91,1332
"296","MMR222","Shan","MMR016D004","Monghpyak","MMR016010","Monghpyak",6165,5207,958,15.5393349553934,28235,2321,4.57988645579886,216,725,1142,1213,1048,788,494,285,254,6165,599,915,525,2029,1963,84,12,38,6165,5364,122,38,604,17,20,6165,28,3987,65.1257096512571,27,7,6,2110,6165,1768,16,4,3293,1064,20,6165,14,2257,21,1908,16,1930,19,6165,1865,220,1984,2061,35,6165,849,406,1151,128,667,1861,1024,79,6165,3541,64,1451,111,43,144,701,99,1,10,6165,3861,48,1179,79,101,163,723,0,0,11,6165,21,3,15,50,5759,305,7,0,5,6165,2497,3103,262,2354,155,299,6165,122,4513,1401,448,1,1,388
"297","MMR222","Shan","MMR016D004","Monghpyak","MMR016011","Mongyawng",17196,15505,1691,9.83368225168644,75413,4477,4.38549662712259,746,1829,3594,3840,2926,2048,1084,597,532,17196,612,1742,2114,9838,2611,115,47,117,17196,16369,248,41,398,125,15,17196,545,9855,60.4791812049314,364,70,75,6287,17196,1324,35,22,2545,13176,94,17196,25,3254,103,10129,169,3497,19,17196,1364,2391,8552,4764,125,17196,4460,555,1595,274,212,6529,3365,206,17196,7390,78,1968,299,95,387,4860,1995,49,75,17196,9545,72,1418,178,99,414,5273,125,0,72,17196,364,67,8,121,16486,140,8,0,2,17196,2421,11637,1571,9576,237,309,17196,684,14358,2229,4600,32,59,1280
"298","MMR017","Ayeyarwady","MMR017D001","Pathein","MMR017002","Kangyidaunt",42966,35963,7003,16.2989340408695,175779,2211,4.09111855886049,2155,5707,9748,10054,6879,4217,2195,1202,809,42966,95,650,1342,18962,20683,663,275,296,42966,41535,569,388,299,75,100,42966,166,35183,82.2720290462226,658,2727,451,3781,42966,30684,25,28,12123,38,68,42966,26430,6732,14,7982,53,1595,160,42966,10712,156,30455,1401,242,42966,2798,20408,6520,10549,1017,15,1566,93,42966,204,9271,10882,1986,13802,6319,84,349,12,57,42966,252,12134,7435,2548,6732,13787,21,4,0,53,42966,820,9,420,27,38575,1426,56,10,1623,42966,16291,19824,1328,9243,341,859,42966,252,7475,14848,1137,6346,2337,5964
"299","MMR017","Ayeyarwady","MMR017D001","Pathein","MMR017007","Kyaunggon",41402,33801,7601,18.3590164726342,160722,2313,3.88198637746969,2475,6343,10062,9406,6369,3669,1698,869,511,41402,43,802,1022,13677,25319,270,199,70,41402,40782,222,200,133,38,27,41402,419,36119,88.2517752765567,1847,305,198,2514,41402,17960,46,40,23217,40,99,41402,13348,19711,8,6463,36,1630,206,41402,14935,140,24660,1407,260,41402,3025,20327,5365,9078,1278,16,2218,95,41402,170,33688,3200,106,747,2337,6,858,0,290,41402,188,34304,2457,98,169,3759,6,127,0,294,41402,840,13,352,32,38866,574,14,10,701,41402,15627,17553,1107,8007,236,140,41402,157,8573,20569,2059,3227,414,5588
"300","MMR017","Ayeyarwady","MMR017D001","Pathein","MMR017005","Kyonpyaw",59488,48369,11119,18.6911646046261,233103,2624,3.91848776223776,3421,9062,13802,13851,9399,5319,2578,1301,755,59488,117,1425,1570,17649,38145,266,208,108,59488,58276,394,506,227,33,52,59488,205,56823,95.8647122108661,800,105,73,1482,59488,27310,183,70,31823,68,34,59488,1011,46011,29,9446,33,2604,354,59488,22249,223,34628,2097,291,59488,5710,22624,8723,17836,2112,21,2310,152,59488,438,49963,6961,276,287,946,8,518,9,82,59488,423,50218,5701,261,177,2569,5,20,0,114,59488,1254,10,267,40,55636,932,37,11,1301,59488,24532,24094,3357,8099,436,419,59488,255,13064,35180,2677,2228,711,10366
"301","MMR017","Ayeyarwady","MMR017D001","Pathein","MMR017004","Ngapudaw",76652,65273,11379,14.8450138287325,320532,3947,4.18165214214893,3118,10609,16925,17236,12610,7825,4269,2286,1774,76652,347,275,1208,46493,20374,3953,2173,1829,76652,68468,2987,3356,583,816,442,76652,408,37383,49.3020403903355,1122,7917,1488,28334,76652,62000,45,84,13815,298,410,76652,45414,9700,15,18888,124,1547,964,76652,14992,326,59293,1414,627,76652,4910,16634,12816,27395,10114,59,4036,688,76652,824,3830,31343,4468,32738,621,1681,174,191,782,76652,1410,4956,31706,5888,30436,931,585,7,50,683,76652,486,12,180,41,69700,5438,148,13,634,76652,34642,25658,2939,8621,539,744,76652,328,11434,11827,981,8348,7739,11094
"302","MMR017","Ayeyarwady","MMR017D001","Pathein","MMR017001","Pathein",85687,68002,17685,20.6390701039831,353610,27375,4.12676368644018,3796,12543,19760,19210,13256,7968,4409,2598,2147,85687,3741,4195,4061,47041,21357,2185,1295,1812,85687,70548,7669,1793,4432,810,435,85687,1150,70579,83.7104811698391,2004,1976,417,9561,85687,46361,82,100,37937,878,329,85687,25337,18509,90,29591,463,10923,774,85687,9949,567,64306,10072,793,85687,32064,14919,11177,15616,8911,209,2553,238,85687,801,18771,29133,12398,8645,722,1239,8113,4435,1430,85687,1982,32601,20833,12885,5377,9458,811,68,516,1156,85687,12024,143,325,177,49915,21860,305,17,921,85687,29087,46690,4229,36073,3099,7236,85687,1810,28752,37300,796,4768,3251,8628
"303","MMR017","Ayeyarwady","MMR017D001","Pathein","MMR017006","Yegyi",50715,41174,9541,18.8129744651484,191401,2699,3.77405106970324,3165,8773,12391,11745,7294,3937,1931,925,554,50715,107,736,1035,23693,24195,387,394,168,50715,49096,495,537,483,41,63,50715,221,39438,78.1997436655822,1656,3354,366,5680,50715,22429,87,42,28007,94,56,50715,4194,34122,22,10576,43,1688,70,50715,19590,174,29573,1158,220,50715,6970,15738,5785,17624,839,6,3352,401,50715,270,37855,5025,1014,205,5687,111,151,7,390,50715,347,37720,4218,974,443,6498,113,11,5,386,50715,2227,10,254,23,45410,1926,51,4,810,50715,20754,21026,3035,11242,822,1405,50715,580,12189,25194,2192,6130,1423,12821
"304","MMR017","Ayeyarwady","MMR017D001","Pathein","MMR017003","Thabaung",37237,30467,6770,18.1808416360072,152562,1838,4.09705400542471,1732,5210,8307,8396,6233,3760,1942,1016,641,37237,587,241,465,21506,12503,1103,621,211,37237,35682,228,353,856,77,41,37237,342,21039,57.4186964578242,2802,1332,1108,10614,37237,21479,21,24,15429,175,109,37237,16651,9904,10,9224,57,1144,247,37237,9019,72,26827,1112,207,37237,2197,18006,3169,10281,1473,24,1998,89,37237,467,10822,13331,5285,729,5545,424,471,3,160,37237,869,10316,7800,5341,393,11940,416,4,0,158,37237,1034,3,223,11,33765,1762,28,5,406,37237,15034,13962,807,6634,156,66,37237,103,5131,6826,374,13942,2596,8067
"305","MMR017","Ayeyarwady","MMR017D006","Pyapon","MMR017025","Kyaiklat",43748,35568,8180,18.6979976227485,186269,7071,4.25777178385298,2037,5722,9136,9630,7403,4618,2580,1475,1147,43748,100,850,1060,14857,24243,1464,935,239,43748,42209,769,341,220,136,73,43748,293,35633,82.1203255005943,2492,1008,294,4028,43748,28212,32,23,15256,56,169,43748,25337,8277,6,7455,373,1647,653,43748,6491,235,33866,1826,1330,43748,3857,18605,2852,14622,1615,19,2049,129,43748,13,468,17,754,20764,20851,823,52,0,6,43748,838,1241,40,881,2695,38012,33,2,0,6,43748,702,28,242,77,40840,660,20,32,1147,43748,18654,18460,2617,7105,330,591,43748,127,3835,9935,625,12324,6272,1136
"306","MMR017","Ayeyarwady","MMR017D006","Pyapon","MMR017026","Dedaye",48610,37330,11280,23.205101830899,197678,5248,4.0666118082699,2451,6778,11077,11109,7979,4504,2475,1352,885,48610,57,509,1011,14035,30194,1584,750,470,48610,46129,1119,826,170,246,120,48610,321,34908,72.4727422341082,1085,3955,602,7739,48610,36446,24,22,11997,35,86,48610,28429,12062,10,6279,144,1407,279,48610,11259,170,35215,1168,798,48610,3105,11448,5699,20789,2852,85,4322,310,48610,3,8,9,198,47857,74,427,21,0,13,48610,11,3458,1105,2418,12223,29272,38,1,0,84,48610,863,17,150,41,44190,523,14,11,2801,48610,22000,16700,2609,9507,315,623,48610,143,4155,9029,1204,7446,8054,3811
"307","MMR017","Ayeyarwady","MMR017D006","Pyapon","MMR017023","Pyapon",69416,56376,13040,18.7852944566094,306375,7747,4.41360781376052,2488,8755,14144,14900,11573,7755,4568,2727,2506,69416,666,1547,1200,17208,38187,5136,3819,1653,69416,60297,4042,2371,685,1328,693,69416,711,32016,47.1461910798663,2006,15403,2557,16723,69416,53560,28,25,15140,182,481,69416,42237,15826,19,7328,329,2994,683,69416,30499,452,34078,3205,1182,69416,10507,12623,10452,27282,4041,39,3774,698,69416,210,3069,1332,4852,54850,60,2662,150,8,2223,69416,341,8449,1582,7811,22980,26610,271,4,7,1361,69416,1291,84,238,84,57271,4445,197,68,5738,69416,25476,24042,3214,15499,723,1982,69416,408,9542,14296,1285,10252,6790,4445
"308","MMR017","Ayeyarwady","MMR017D006","Pyapon","MMR017024","Bogale",75987,62176,13811,18.1754773842894,317128,5537,4.173450721834,3524,10353,16895,16922,12276,7629,4182,2361,1845,75987,178,1257,1382,23110,27707,11383,7926,3044,75987,67853,3894,2665,439,198,938,75987,610,44891,59.8799794701725,3759,8646,2075,16006,75987,59488,58,27,15250,52,1112,75987,46972,16110,7,8406,553,2380,1559,75987,15609,865,54503,2551,2459,75987,6358,14959,13468,30585,4968,42,4918,689,75987,23,3541,316,1241,64566,679,3618,303,25,1675,75987,164,8775,1254,5852,18287,40589,114,2,6,944,75987,981,85,197,76,67270,1610,51,94,5623,75987,28824,23541,3395,13022,796,1616,75987,399,4868,14409,1927,15207,9796,6453
"309","MMR017","Ayeyarwady","MMR017D005","Maubin","MMR017021","Nyaungdon",51201,41396,9805,19.1500166012383,209950,5956,4.10050584949513,2665,7147,11620,11341,8214,4947,2679,1512,1076,51201,311,1403,1837,20894,25776,407,353,220,51201,49037,612,585,583,294,90,51201,146,42521,83.3323567899064,4581,1290,559,2104,51201,14400,23,51,36559,82,86,51201,24649,6528,7,12462,284,2895,4376,51201,9916,201,37823,2797,464,51201,4296,20797,5697,15069,3313,47,1815,167,51201,70,14520,1229,163,16897,17056,277,900,4,85,51201,237,31260,1570,290,4211,13487,9,7,0,130,51201,1849,63,243,151,47329,930,45,14,577,51201,20706,24207,2019,13628,433,1533,51201,353,12234,22737,2114,8726,2890,5335
"310","MMR017","Ayeyarwady","MMR017D005","Maubin","MMR017022","Danubyu",44797,35317,9480,21.1621313927272,176714,2639,3.94477308748354,2779,6810,10329,9982,7010,4050,2057,1090,690,44797,79,1049,1343,16674,25297,197,114,44,44797,43892,290,158,291,141,25,44797,184,40065,89.8475344331094,1202,825,484,2037,44797,15197,72,37,29448,32,11,44797,5166,28263,37,8187,152,1964,1028,44797,15079,174,27528,1728,288,44797,4167,18066,4731,14136,1696,12,1869,120,44797,170,30604,1447,44,5248,6082,68,633,6,495,44797,200,36630,1119,42,777,5552,34,12,0,431,44797,1551,24,228,39,42047,419,77,2,410,44797,20123,17582,1856,8118,312,976,44797,188,10017,24495,1824,5506,1504,9424
"311","MMR017","Ayeyarwady","MMR017D005","Maubin","MMR017020","Pantanaw",60277,50450,9827,16.3030675050185,261290,3306,4.33482091013156,2259,7194,12391,13803,10364,6668,3774,2246,1578,60277,125,903,1392,19644,37480,285,367,81,60277,59408,251,129,158,258,73,60277,233,49093,81.8322079731904,2400,3777,429,4345,60277,21373,44,62,38679,51,68,60277,34580,7381,11,12785,104,1974,3442,60277,14746,219,42893,1871,548,60277,3443,33740,5772,10480,4513,116,2140,73,60277,224,34551,2827,327,2986,18244,40,1026,0,52,60277,188,36006,1835,239,533,21262,21,46,0,147,60277,1737,17,514,37,57040,451,38,11,432,60277,30491,23795,4185,9242,819,1100,60277,510,12985,31676,2951,14623,3464,5990
"312","MMR017","Ayeyarwady","MMR017D005","Maubin","MMR017019","Maubin",71804,57959,13845,19.2816556180714,306701,7392,4.271363712328,3224,9505,15095,15648,11708,7669,4362,2616,1977,71804,430,1540,2150,28411,37579,743,674,277,71804,68376,1277,647,774,432,298,71804,359,49076,68.847139435129,13498,3928,611,4332,71804,33372,55,74,37910,173,220,71804,44562,7290,14,15405,230,3305,998,71804,14904,280,52526,3438,656,71804,8957,34617,5822,17065,2515,30,2728,70,71804,405,20030,159,373,15426,34121,159,1045,3,83,71804,462,27214,202,460,5787,37545,27,21,0,86,71804,3142,45,513,64,63836,1642,125,70,2367,71804,32526,30828,3761,13837,790,1781,71804,464,13201,27013,1871,14869,6164,5218
"313","MMR017","Ayeyarwady","MMR017D003","Myaungmya","MMR017014","Myaungmya",66172,54021,12151,18.3627516169981,291390,7247,4.40352414918697,2676,7915,13555,14439,11047,7228,4369,2647,2296,66172,496,1615,2134,33077,25140,2034,930,746,66172,61790,2077,1056,803,304,142,66172,544,44654,68.3038143021218,3408,6744,1103,9719,66172,50233,52,28,15441,336,82,66172,42346,9811,11,10031,240,3572,161,66172,17927,355,43027,3821,1042,66172,10318,23970,6539,21016,2481,35,1536,277,66172,204,8920,19806,6000,19170,10023,253,1412,14,370,66172,199,10255,14219,7442,6080,27627,89,11,3,247,66172,3329,40,411,68,55730,3128,42,29,3395,66172,25159,31392,2949,12187,768,1975,66172,360,11451,21520,1088,8595,4728,5450
"314","MMR017","Ayeyarwady","MMR017D003","Myaungmya","MMR017017","Wakema",67448,53139,14309,21.2148618194757,284003,5103,4.21069564701696,3368,8772,14222,15026,11257,7017,3957,2145,1684,67448,92,918,1632,30892,30958,1453,930,573,67448,64928,1152,875,320,75,98,67448,291,53230,79.3515004151346,2781,3633,555,6958,67448,42500,43,48,24679,84,94,67448,45934,5827,18,11371,1163,2313,822,67448,15590,265,48783,2225,585,67448,6075,33824,8446,12339,4688,32,1837,207,67448,69,4233,2119,370,6922,49142,187,4390,5,11,67448,438,6557,1496,422,1421,57004,41,55,1,13,67448,1303,27,672,40,60598,1791,83,29,2905,67448,31750,26500,2647,11395,415,863,67448,123,6966,20807,1347,13410,6717,7624
"315","MMR017","Ayeyarwady","MMR017D003","Myaungmya","MMR017015","Einme",46455,36404,10051,21.6359918200409,191947,2154,4.13189107738672,2444,6369,10058,10429,7600,4659,2457,1401,1038,46455,128,852,1169,18213,25397,353,205,138,46455,45371,403,282,224,83,92,46455,163,35169,76.0563986653751,6189,1280,422,3232,46455,27462,31,33,18865,26,38,46455,31300,5415,9,7534,63,1895,239,46455,17768,134,25999,1768,786,46455,3269,19761,6105,14008,1877,86,1166,183,46455,60,13107,5669,496,8703,17041,20,1258,2,99,46455,152,18022,2877,667,2965,21642,15,16,2,97,46455,1324,6,235,27,40752,848,48,42,3173,46455,20976,20259,2252,6996,333,727,46455,229,7635,17325,1955,7105,2055,5271
"316","MMR017","Ayeyarwady","MMR017D004","Labutta","MMR017018","Mawlamyinegyun",74886,59272,15614,20.8503592126699,307596,3744,4.10752343562215,3551,10433,17214,16884,11962,7127,3908,2257,1550,74886,268,885,1700,32383,29203,5210,3851,1386,74886,69194,2978,1685,464,164,401,74886,258,56664,76.0115375370563,4116,1495,556,11797,74886,54981,30,24,19406,110,335,74886,51852,8158,15,10730,1038,2334,759,74886,13428,503,56189,2629,2137,74886,3761,20760,11981,29677,5078,87,3026,516,74886,578,4291,337,1037,24448,40098,1205,2312,451,129,74886,778,4862,182,1481,4918,61797,75,50,605,138,74886,236,72,162,99,67202,2357,56,69,4633,74886,32829,24207,4604,10923,662,892,74886,124,5039,16053,761,17279,11112,8852
